 1.0000000000000000E+002, 1.0000000000000000E+002, 0.0000000000000000E+000, 1.1242175242406188E+002, 0.0000000000000000E+000
 1.0115794542598987E+002, 1.0115794542598987E+002, 0.0000000000000000E+000, 1.1211808964212936E+002, 0.0000000000000000E+000
 1.0232929922807543E+002, 1.0232929922807543E+002, 0.0000000000000000E+000, 1.1181577338289172E+002, 0.0000000000000000E+000
 1.0351421666793441E+002, 1.0351421666793441E+002, 0.0000000000000000E+000, 1.1151480583615660E+002, 0.0000000000000000E+000
 1.0471285480508999E+002, 1.0471285480508999E+002, 0.0000000000000000E+000, 1.1121518847968474E+002, 0.0000000000000000E+000
 1.0592537251772893E+002, 1.0592537251772893E+002, 0.0000000000000000E+000, 1.1091692208932901E+002, 0.0000000000000000E+000
 1.0715193052376070E+002, 1.0715193052376070E+002, 0.0000000000000000E+000, 1.1062000674897331E+002, 0.0000000000000000E+000
 1.0839269140212042E+002, 1.0839269140212042E+002, 0.0000000000000000E+000, 1.1032444186118218E+002, 0.0000000000000000E+000
 1.0964781961431858E+002, 1.0964781961431858E+002, 0.0000000000000000E+000, 1.1003022615788318E+002, 0.0000000000000000E+000
 1.1091748152624019E+002, 1.1091748152624019E+002, 0.0000000000000000E+000, 1.0973735771090446E+002, 0.0000000000000000E+000
 1.1220184543019644E+002, 1.1220184543019644E+002, 0.0000000000000000E+000, 1.0944583394348736E+002, 0.0000000000000000E+000
 1.1350108156723161E+002, 1.1350108156723161E+002, 0.0000000000000000E+000, 1.0915565164118323E+002, 0.0000000000000000E+000
 1.1481536214968838E+002, 1.1481536214968838E+002, 0.0000000000000000E+000, 1.0886680696347730E+002, 0.0000000000000000E+000
 1.1614486138403439E+002, 1.1614486138403439E+002, 0.0000000000000000E+000, 1.0857929545496233E+002, 0.0000000000000000E+000
 1.1748975549395307E+002, 1.1748975549395307E+002, 0.0000000000000000E+000, 1.0829311205712258E+002, 0.0000000000000000E+000
 1.1885022274370196E+002, 1.1885022274370196E+002, 0.0000000000000000E+000, 1.0800825111997646E+002, 0.0000000000000000E+000
 1.2022644346174143E+002, 1.2022644346174143E+002, 0.0000000000000000E+000, 1.0772470641388512E+002, 0.0000000000000000E+000
