Frequency (Hz),Trace 1 (dBV)
22143.5546875,-69.104338019947505
22167.96875,-68.378675742823148
22192.3828125,-67.343286581865399
22216.796875,-67.016381487904539
22241.2109375,-65.300476055146959
22265.625,-65.211514085578074
22290.0390625,-65.29701830035583
22314.453125,-61.08933647129362
22338.8671875,-57.770679701246962
22363.28125,-55.628961631161793
22387.6953125,-54.349309405300524
22412.109375,-54.422999013818483
22436.5234375,-54.946063910682611
22460.9375,-55.40218194994948
22485.3515625,-56.313737178669463
22509.765625,-58.263332951052291
22534.1796875,-61.409065010587092
22558.59375,-65.660538394548965
22583.0078125,-70.485902930366962
22607.421875,-65.737787660969389
22631.8359375,-62.635218843556032
22656.25,-59.886618127496632
22680.6640625,-59.044524220389363
22705.078125,-58.731785720339012
22729.4921875,-59.158381190695764
22753.90625,-60.034641734616542
22778.3203125,-62.686512711486053
22802.734375,-66.083146237832466
22827.1484375,-60.416828537700766
22851.5625,-54.68444347671123
22875.9765625,-52.960747725204882
22900.390625,-53.632260752571945
22924.8046875,-53.518487694715617
22949.21875,-52.821587089552636
22973.6328125,-53.283875315300364
22998.046875,-55.658922312279714
23022.4609375,-57.467342237879365
23046.875,-57.127664207084521
23071.2890625,-56.401863852769189
23095.703125,-57.604161896567014
23120.1171875,-58.764057902254301
23144.53125,-59.121050131508923
23168.9453125,-61.00124113251929
23193.359375,-55.355845090500935
23217.7734375,-50.489053705477303
23242.1875,-45.669315216826519
23266.6015625,-41.223973158766114
23291.015625,-40.265748391408593
23315.4296875,-42.641273820873174
23339.84375,-46.582338417383518
23364.2578125,-59.705393540167435
23388.671875,-53.511784051698498
23413.0859375,-52.528530370258657
23437.5,-54.240608296136998
23461.9140625,-52.459121952744994
23486.328125,-50.961808157272095
23510.7421875,-50.815583156438898
23535.15625,-50.433940895548602
23559.5703125,-50.249276939787762
23583.984375,-51.388958542030601
23608.3984375,-52.877847636953064
23632.8125,-53.161220182440275
23657.2265625,-53.298995140574092
23681.640625,-55.452168951249078
23706.0546875,-60.255085459171838
23730.46875,-65.284482767066535
23754.8828125,-72.258798396135248
23779.296875,-58.442756359586603
23803.7109375,-54.323056140583233
23828.125,-54.037413803979753
23852.5390625,-54.843414045992503
23876.953125,-56.629970621729257
23901.3671875,-53.79690857843903
23925.78125,-53.262440226975883
23950.1953125,-55.253394961076992
23974.609375,-56.902622378755538
23999.0234375,-54.726957945565758
24023.4375,-47.494879089435209
24047.8515625,-46.185997485900415
24072.265625,-45.936001274446738
24096.6796875,-45.966286320093481
24121.09375,-48.046719093477023
24145.5078125,-48.535003231138759
24169.921875,-48.093853117296902
24194.3359375,-48.540309784896408
24218.75,-50.312286053009217
24243.1640625,-56.984771058491113
24267.578125,-61.02278225389945
24291.9921875,-63.227931481718649
24316.40625,-62.944692508255294
24340.8203125,-61.29353346725776
24365.234375,-59.025084790292055
24389.6484375,-56.600130398031325
24414.0625,-55.984042614322284
24438.4765625,-56.469353082147308
24462.890625,-57.598464167730292
24487.3046875,-58.241956832384787
24511.71875,-57.532398703775826
24536.1328125,-57.388503174421089
24560.546875,-58.328041295236062
24584.9609375,-60.929633092062687
24609.375,-62.707422490712723
24633.7890625,-60.089568864212239
24658.203125,-58.944995074777566
24682.6171875,-59.966515925379291
24707.03125,-60.842160122493382
24731.4453125,-64.144691367219366
24755.859375,-80.465993785619418
24780.2734375,-67.660280747289448
24804.6875,-64.8530371724963
24829.1015625,-62.754204933499203
24853.515625,-63.454167960705632
24877.9296875,-64.177714735206123
24902.34375,-62.815539236607407
24926.7578125,-60.646617166817819
24951.171875,-61.190681898868171
24975.5859375,-62.140066435914548
25000,-60.668579275916379
25024.4140625,-62.027067459152498
25048.828125,-65.999545450859856
25073.2421875,-65.649499738758962
25097.65625,-64.46597596724726
25122.0703125,-61.866252074705379
25146.484375,-62.500096219070969
25170.8984375,-71.071153909847681
25195.3125,-63.497728558173804
25219.7265625,-57.716878915636265
25244.140625,-54.97183515044587
25268.5546875,-55.144377863431259
25292.96875,-57.758820474090946
25317.3828125,-60.018036051583117
25341.796875,-57.287954624842179
25366.2109375,-54.612705174999469
25390.625,-53.25688714254872
25415.0390625,-53.243292153334195
25439.453125,-53.819493830421621
25463.8671875,-55.812100030422215
25488.28125,-62.76382802888611
25512.6953125,-85.20066544831505
25537.109375,-74.668425528083105
25561.5234375,-65.0332644559833
25585.9375,-58.049823289917988
25610.3515625,-55.331927054533523
25634.765625,-55.26846621381479
25659.1796875,-58.804025501427034
25683.59375,-69.739126322291938
25708.0078125,-58.617255282889175
25732.421875,-56.328139127752365
25756.8359375,-56.193693568202576
25781.25,-57.017145644730896
25805.6640625,-59.281439475010501
25830.078125,-57.820624722557959
25854.4921875,-53.898482348992651
25878.90625,-51.279378387369292
25903.3203125,-52.113560724343742
25927.734375,-54.619030058094566
25952.1484375,-59.222392801948153
25976.5625,-71.641839927161783
26000.9765625,-61.364541873474188
26025.390625,-59.885818360090184
26049.8046875,-60.441648075161623
26074.21875,-62.870840806406122
26098.6328125,-73.348259813791614
26123.046875,-80.292640944617872
26147.4609375,-74.923265684295146
26171.875,-67.309900720315198
26196.2890625,-64.443500845709153
26220.703125,-63.975407570256564
26245.1171875,-67.56399201253511
26269.53125,-65.278739988525388
26293.9453125,-64.0876890154655
26318.359375,-63.800266629096939
26342.7734375,-61.758915519130767
26367.1875,-58.562267812150431
26391.6015625,-56.669255030509156
26416.015625,-57.084715576242402
26440.4296875,-59.653863190422136
26464.84375,-62.801337979082575
26489.2578125,-64.632082128817672
26513.671875,-64.182053001913374
26538.0859375,-64.37968081290785
26562.5,-68.417978500250939
26586.9140625,-68.394989143699249
26611.328125,-69.982404984476091
26635.7421875,-79.128773818814039
26660.15625,-72.160540565067905
26684.5703125,-62.878013660609035
26708.984375,-61.003244221086277
26733.3984375,-64.066333726117421
26757.8125,-65.395457560814847
26782.2265625,-61.590890171132024
26806.640625,-60.059428658496429
26831.0546875,-62.331314998051319
26855.46875,-66.930602977605503
26879.8828125,-73.521415092727281
26904.296875,-67.104157176312938
26928.7109375,-64.165071150762728
26953.125,-64.787299278613588
26977.5390625,-66.176004215591732
27001.953125,-68.594696458147922
27026.3671875,-64.716538624842428
27050.78125,-59.964286654362141
27075.1953125,-58.839844036150112
27099.609375,-60.543750683948396
27124.0234375,-63.921284721666979
27148.4375,-68.914317381189278
27172.8515625,-75.701502727508384
27197.265625,-69.434332191122451
27221.6796875,-67.831278935986717
27246.09375,-65.42362878787047
27270.5078125,-62.752763361542357
27294.921875,-58.299981776474453
27319.3359375,-56.841767538786065
27343.75,-57.374115788835233
27368.1640625,-57.882052084600979
27392.578125,-59.015820845934627
27416.9921875,-60.358387291568796
27441.40625,-59.939899869679437
27465.8203125,-58.742948999449936
27490.234375,-59.589497580415113
27514.6484375,-61.410864629138445
27539.0625,-59.644000302772184
27563.4765625,-62.58727376943736
27587.890625,-70.223942211844701
27612.3046875,-68.68852189482584
27636.71875,-62.479673350408476
27661.1328125,-59.561982223071901
27685.546875,-62.632971788703045
27709.9609375,-69.063281894414899
27734.375,-68.626565719826885
27758.7890625,-66.103025604568899
27783.203125,-60.145338913556017
27807.6171875,-57.456942381293238
27832.03125,-57.150034092648923
27856.4453125,-58.271328336725219
27880.859375,-60.764116833848377
27905.2734375,-59.804894836710538
27929.6875,-57.022860423005213
27954.1015625,-56.544992684441517
27978.515625,-58.899910096824293
28002.9296875,-63.542548540007147
28027.34375,-60.954068957060841
28051.7578125,-58.613749513943354
28076.171875,-58.816108661190974
28100.5859375,-59.667696448229457
28125,-60.340926256453535
28149.4140625,-59.165877285022489
28173.828125,-57.300039731479053
28198.2421875,-57.096511873938269
28222.65625,-56.009164691060683
28247.0703125,-54.583913175490828
28271.484375,-54.92955564129111
28295.8984375,-55.115317362130234
28320.3125,-55.47411042865123
28344.7265625,-57.447918436594335
28369.140625,-59.401265753853536
28393.5546875,-60.41470046524492
28417.96875,-62.416980663983558
28442.3828125,-67.815562122246575
28466.796875,-78.074779004055259
28491.2109375,-89.954725090205883
28515.625,-78.316385998735683
28540.0390625,-69.465654216219093
28564.453125,-63.649560941712465
28588.8671875,-62.566209765458481
28613.28125,-66.677712986921804
28637.6953125,-69.685545527835131
28662.109375,-60.31924422184666
28686.5234375,-57.766367203835109
28710.9375,-57.182599023845228
28735.3515625,-58.249518360429164
28759.765625,-62.079793461674527
28784.1796875,-63.729286012002362
28808.59375,-62.950898388847911
28833.0078125,-64.088794034460008
28857.421875,-63.920350386735748
28881.8359375,-62.510156363998171
28906.25,-59.677989966877874
28930.6640625,-58.426733840586067
28955.078125,-58.14781400576458
28979.4921875,-58.561268313951231
29003.90625,-61.108991967347194
29028.3203125,-65.992454203677525
29052.734375,-71.792123416095833
29077.1484375,-76.205615989995621
29101.5625,-83.659921252358359
29125.9765625,-72.658443733620487
29150.390625,-66.568050690672749
29174.8046875,-62.520647045317332
29199.21875,-60.193266572622562
29223.6328125,-58.839983931799225
29248.046875,-59.461315225421032
29272.4609375,-62.173620015213729
29296.875,-69.465328156688713
29321.2890625,-68.812737349081047
29345.703125,-64.741356166656061
29370.1171875,-66.473251454660286
29394.53125,-70.452854046896903
29418.9453125,-74.50599370533341
29443.359375,-76.925184798983423
29467.7734375,-69.564968510730154
29492.1875,-65.5100022213241
29516.6015625,-65.14753462656391
29541.015625,-67.805025041952533
29565.4296875,-73.772941622543129
29589.84375,-77.9378076782466
29614.2578125,-75.075363671718634
29638.671875,-73.106247490156477
29663.0859375,-68.490715761726989
29687.5,-65.684815869744241
29711.9140625,-64.05319125321391
29736.328125,-65.755477358750625
29760.7421875,-76.934805370905707
29785.15625,-70.40760060505184
29809.5703125,-68.444196865434691
29833.984375,-66.231329173823241
29858.3984375,-65.168664757266413
29882.8125,-70.986194117001688
29907.2265625,-77.427113869554901
29931.640625,-70.738062794069165
29956.0546875,-67.863439132817803
29980.46875,-69.619459098701626
30004.8828125,-74.255799469507792
30029.296875,-85.483688197810395
30053.7109375,-69.124469076620997
30078.125,-65.832217714082191
30102.5390625,-65.435951293303759
30126.953125,-62.61067180699748
30151.3671875,-61.011762741399579
30175.78125,-61.320158410827467
30200.1953125,-63.814911496961805
30224.609375,-68.103933095220327
30249.0234375,-73.072510088119017
30273.4375,-70.764646288563654
30297.8515625,-68.634712708721167
30322.265625,-68.23643009564006
30346.6796875,-70.025287341823514
30371.09375,-74.823217406331565
30395.5078125,-91.510864628251554
30419.921875,-77.346902338234969
30444.3359375,-73.736970999379821
30468.75,-72.05563865072007
30493.1640625,-71.180904714764367
30517.578125,-70.539505842873794
30541.9921875,-66.414827317903033
30566.40625,-63.715251487046338
30590.8203125,-62.185713222337178
30615.234375,-61.699722550924704
30639.6484375,-62.573557381203329
30664.0625,-66.209959018074699
30688.4765625,-66.387331103157379
30712.890625,-66.880101848788541
30737.3046875,-67.817610796464976
30761.71875,-68.180426141344199
30786.1328125,-69.962815817438738
30810.546875,-67.453979533298167
30834.9609375,-67.493052468570568
30859.375,-67.80956625718234
30883.7890625,-66.779690946798652
30908.203125,-63.70193921609566
30932.6171875,-61.263774386144377
30957.03125,-61.085411254492328
30981.4453125,-63.148093029158041
31005.859375,-66.03326583818378
31030.2734375,-72.328481555378815
31054.6875,-62.858066815356594
31079.1015625,-59.263731287267028
31103.515625,-58.027034473198043
31127.9296875,-58.032461131481945
31152.34375,-60.765135275047264
31176.7578125,-63.264449672427887
31201.171875,-64.326529946695089
31225.5859375,-66.268094423472448
31250,-67.335584126625108
31274.4140625,-72.684550284414954
31298.828125,-76.898535367328378
31323.2421875,-66.352932512507394
31347.65625,-63.262924609911593
31372.0703125,-62.605389961231651
31396.484375,-63.189537665560344
31420.8984375,-63.868875613754092
31445.3125,-63.974127284478399
31469.7265625,-64.701939697418567
31494.140625,-66.595936993143724
31518.5546875,-71.985520472709524
31542.96875,-79.983084331076483
31567.3828125,-82.539983807327687
31591.796875,-72.789115319679567
31616.2109375,-66.548106657573157
31640.625,-64.989199668693587
31665.0390625,-65.617284944949859
31689.453125,-71.70389037352335
31713.8671875,-74.114844214412329
31738.28125,-66.736294051473834
31762.6953125,-67.733146669330552
31787.109375,-73.13069216042544
31811.5234375,-71.930954259390788
31835.9375,-65.731405771358254
31860.3515625,-64.573952430778661
31884.765625,-65.499266556754378
31909.1796875,-66.768494841889989
31933.59375,-69.866547034151111
31958.0078125,-77.18732252016855
31982.421875,-85.931190604540575
32006.8359375,-78.524082075382026
32031.25,-81.844175961326442
32055.6640625,-75.349903539001645
32080.078125,-71.369848055080539
32104.4921875,-67.929592151060319
32128.90625,-64.532497446510618
32153.3203125,-62.14038634236644
32177.734375,-60.363962264924695
32202.1484375,-60.636202423035186
32226.5625,-62.769277950131254
32250.9765625,-65.881253644571032
32275.390625,-70.615252209953198
32299.8046875,-77.934691861977697
32324.21875,-76.685517038917624
32348.6328125,-78.515588922995619
32373.046875,-74.367312841000356
32397.4609375,-66.401917795172267
32421.875,-63.665812398050335
32446.2890625,-63.333097079228608
32470.703125,-64.049471817795492
32495.1171875,-65.113223208454272
32519.53125,-66.944480324967756
32543.9453125,-70.130301261029771
32568.359375,-72.84674398507974
32592.7734375,-77.335552429629487
32617.1875,-75.366483164778785
32641.6015625,-70.916051251263454
32666.015625,-68.481450776911913
32690.4296875,-67.764302647634636
32714.84375,-66.309551121295996
32739.2578125,-64.670894929830297
32763.671875,-63.395176295350922
32788.0859375,-62.29381400452727
32812.5,-61.532852323814737
32836.9140625,-60.908303181470593
32861.328125,-61.948264998902829
32885.7421875,-64.489753314499481
32910.15625,-68.232220996736203
32934.5703125,-70.193536701536999
32958.984375,-65.701293581110292
32983.3984375,-65.537350297808842
33007.8125,-69.153323711244099
33032.2265625,-73.4363034614274
33056.640625,-72.321099882731431
33081.0546875,-73.920064528311826
33105.46875,-72.183858006427613
33129.8828125,-65.906827515046416
33154.296875,-62.595375861538294
33178.7109375,-62.048007862684365
33203.125,-62.539280542061498
33227.5390625,-62.966012324274246
33251.953125,-64.845597340722549
33276.3671875,-67.623790402864287
33300.78125,-70.23157729047162
33325.1953125,-73.777634468893481
33349.609375,-76.730527939327544
33374.0234375,-72.185432701029001
33398.4375,-70.746507213191904
33422.8515625,-70.138336513569556
33447.265625,-68.639215746960133
33471.6796875,-65.225865415964847
33496.09375,-63.439889882522507
33520.5078125,-64.361206778815728
33544.921875,-66.7117799419199
33569.3359375,-69.313108170053056
33593.75,-74.237447813986634
33618.1640625,-77.80493449351296
33642.578125,-73.351608975082613
33666.9921875,-71.166583602974242
33691.40625,-70.321359030091742
33715.8203125,-67.7955301091813
33740.234375,-66.36913008993433
33764.6484375,-66.499241231547487
33789.0625,-65.298050418493986
33813.4765625,-62.746555848539742
33837.890625,-61.268968865674523
33862.3046875,-60.819457510177877
33886.71875,-61.167159108675065
33911.1328125,-62.545729751211915
33935.546875,-63.609191129148584
33959.9609375,-64.615547767170369
33984.375,-65.482860776026797
34008.7890625,-66.223838555280921
34033.203125,-67.945381846941189
34057.6171875,-69.251095901374072
34082.03125,-69.541971275306679
34106.4453125,-69.453303692196201
34130.859375,-69.931298060360874
34155.2734375,-69.615276576896676
34179.6875,-66.414607219596661
34204.1015625,-64.729961617114228
34228.515625,-64.803106961076793
34252.9296875,-66.42424293240876
34277.34375,-70.500635957603066
34301.7578125,-78.854211218169098
34326.171875,-85.39746234244646
34350.5859375,-75.039124488486252
34375,-71.087474363181244
34399.4140625,-77.080339147663054
34423.828125,-74.865366856331534
34448.2421875,-69.298160066508828
34472.65625,-67.437089515231477
34497.0703125,-66.635578841201706
34521.484375,-69.065679340685847
34545.8984375,-72.606103756462261
34570.3125,-71.323628952699579
34594.7265625,-68.083215460388814
34619.140625,-65.728499906371511
34643.5546875,-63.678797015070401
34667.96875,-63.336571121167566
34692.3828125,-63.848136748476009
34716.796875,-64.165840354443674
34741.2109375,-64.490068212086371
34765.625,-64.332769163242119
34790.0390625,-65.368964114622287
34814.453125,-66.520701430553245
34838.8671875,-68.129941101450726
34863.28125,-70.962827255273339
34887.6953125,-72.290421929862163
34912.109375,-69.778813281053516
34936.5234375,-69.229958730463508
34960.9375,-70.604424981780355
34985.3515625,-69.661081910592145
35009.765625,-67.955153772877182
35034.1796875,-67.539583826405064
35058.59375,-69.222497588895948
35083.0078125,-69.846738552216806
35107.421875,-69.681561506862579
35131.8359375,-68.489382010182027
35156.25,-66.670232822446465
35180.6640625,-65.963434034867305
35205.078125,-66.325153235754598
35229.4921875,-68.577638315145592
35253.90625,-69.245123804751913
35278.3203125,-66.984553896277703
35302.734375,-68.411569246324405
35327.1484375,-71.275298035583418
35351.5625,-67.116054006029231
35375.9765625,-64.893616375498098
35400.390625,-65.672445078477338
35424.8046875,-69.850657453191175
35449.21875,-72.657162479404775
35473.6328125,-70.047995265835937
35498.046875,-71.72869577349357
35522.4609375,-76.270687069070448
35546.875,-85.626669812613429
35571.2890625,-77.230165090183903
35595.703125,-77.103308706054946
35620.1171875,-79.975993623286698
35644.53125,-70.770705806358905
35668.9453125,-69.123749152305621
35693.359375,-70.592825485641782
35717.7734375,-76.774348045278543
35742.1875,-71.321295764152609
35766.6015625,-65.134546887439143
35791.015625,-63.545955259050373
35815.4296875,-63.781546078166961
35839.84375,-66.075355178398269
35864.2578125,-70.531531913399562
35888.671875,-81.011242738111008
35913.0859375,-71.055686869486763
35937.5,-67.849989390866625
35961.9140625,-64.696984171033677
35986.328125,-62.60914753932029
36010.7421875,-62.894575053886243
36035.15625,-62.351888237465445
36059.5703125,-63.055881723872915
36083.984375,-67.234927014905963
36108.3984375,-66.437326092711487
36132.8125,-63.31039532406291
36157.2265625,-62.969086312049726
36181.640625,-62.885099151439235
36206.0546875,-63.874923834193964
36230.46875,-70.827508759665903
36254.8828125,-68.136794467480456
36279.296875,-64.422961211661573
36303.7109375,-64.533742259978069
36328.125,-67.328752988624643
36352.5390625,-80.81474061596748
36376.953125,-74.627859391427506
36401.3671875,-72.641179924680813
36425.78125,-73.99508441839734
36450.1953125,-78.59425877921764
36474.609375,-84.334706899312479
36499.0234375,-70.298117072486676
36523.4375,-67.019993393878664
36547.8515625,-67.583059569096676
36572.265625,-68.539690834345734
36596.6796875,-67.505584716729302
36621.09375,-67.569765266746074
36645.5078125,-70.19849215423902
36669.921875,-74.583648107726916
36694.3359375,-72.789946106347983
36718.75,-67.332134868403998
36743.1640625,-64.62405234319175
36767.578125,-64.56592623542474
36791.9921875,-67.510713679111063
36816.40625,-73.572817505553573
36840.8203125,-83.45349943559782
36865.234375,-84.431278524370427
36889.6484375,-85.773627123620017
36914.0625,-73.029407493824309
36938.4765625,-69.119357128645063
36962.890625,-66.614368162959494
36987.3046875,-65.45277449243396
37011.71875,-64.806075056318107
37036.1328125,-63.246545131300202
37060.546875,-62.622226779829873
37084.9609375,-63.589679044662489
37109.375,-65.642659042399458
37133.7890625,-67.609437287276151
37158.203125,-68.282362786477634
37182.6171875,-67.640611593746129
37207.03125,-67.796114983678265
37231.4453125,-71.423175485882496
37255.859375,-82.701693119551209
37280.2734375,-74.599983760289945
37304.6875,-68.693430062862717
37329.1015625,-67.527730871574377
37353.515625,-68.647486561313485
37377.9296875,-71.617307703970226
37402.34375,-82.236021877613013
37426.7578125,-74.815892489313569
37451.171875,-70.914386706010973
37475.5859375,-70.028202825233606
37500,-69.008463311679634
37524.4140625,-69.542951356387562
37548.828125,-69.385890807543291
37573.2421875,-68.909806600969517
37597.65625,-68.719858014233481
37622.0703125,-67.920960523437202
37646.484375,-67.301468087486285
37670.8984375,-65.70976304716379
37695.3125,-64.814976107238095
37719.7265625,-65.597999485261425
37744.140625,-66.852604838942653
37768.5546875,-69.313625019576378
37792.96875,-68.56544698607766
37817.3828125,-66.85884842887026
37841.796875,-70.093033334551549
37866.2109375,-72.213754749484778
37890.625,-70.363571551665146
37915.0390625,-71.385501888493238
37939.453125,-74.293973836347789
37963.8671875,-71.73223389687378
37988.28125,-68.806677854722437
38012.6953125,-70.46405810367439
38037.109375,-70.678139203195485
38061.5234375,-70.899523096564977
38085.9375,-69.602959488136321
38110.3515625,-66.250520138039121
38134.765625,-66.370467114729465
38159.1796875,-68.723965182552405
38183.59375,-69.57388854152039
38208.0078125,-68.758613241615635
38232.421875,-69.633146451943816
38256.8359375,-69.904311758394641
38281.25,-70.004220207367553
38305.6640625,-69.742791945552852
38330.078125,-71.106235778777446
38354.4921875,-71.067774682167382
38378.90625,-67.309648892441786
38403.3203125,-64.959574866484814
38427.734375,-64.874044986289476
38452.1484375,-66.223167902258297
38476.5625,-68.5790635576911
38500.9765625,-72.194894759011973
38525.390625,-72.973738956440599
38549.8046875,-66.763314627284416
38574.21875,-63.407345291379784
38598.6328125,-61.551303881574867
38623.046875,-61.164364003126721
38647.4609375,-62.731172785300366
38671.875,-66.239744857153497
38696.2890625,-74.717303169778177
38720.703125,-78.296224544044364
38745.1171875,-71.115451777559556
38769.53125,-68.72942698855563
38793.9453125,-68.696818649072085
38818.359375,-66.622896212721344
38842.7734375,-63.560709824866002
38867.1875,-63.33121971373081
38891.6015625,-64.486131088979562
38916.015625,-66.072143700590416
38940.4296875,-67.796893702920983
38964.84375,-67.653121211499439
38989.2578125,-66.894515902977901
39013.671875,-65.474989585256949
39038.0859375,-65.844077203170173
39062.5,-66.762999639688786
39086.9140625,-68.858595438507322
39111.328125,-71.485734342927955
39135.7421875,-70.910970998370587
39160.15625,-70.058269973134401
39184.5703125,-73.592492537198993
39208.984375,-77.635523367708842
39233.3984375,-73.488673529285478
39257.8125,-68.562507783044765
39282.2265625,-66.178783324510377
39306.640625,-65.996909043609037
39331.0546875,-65.326060665909324
39355.46875,-66.564026890225747
39379.8828125,-67.658843226759672
39404.296875,-67.473401797431549
39428.7109375,-68.958322041830314
39453.125,-72.121114233339057
39477.5390625,-85.864628654993254
39501.953125,-75.018318539208863
39526.3671875,-71.343426796652111
39550.78125,-70.723108476949477
39575.1953125,-69.002507866277483
39599.609375,-68.680364454140204
39624.0234375,-71.099399552408642
39648.4375,-71.207706341794491
39672.8515625,-63.644773572984803
39697.265625,-58.807949572381474
39721.6796875,-56.681906520265031
39746.09375,-56.228664296617239
39770.5078125,-57.511633068364212
39794.921875,-60.398628905436915
39819.3359375,-63.621798928143427
39843.75,-66.041107436185442
39868.1640625,-66.833778341313632
39892.578125,-68.078357427097302
39916.9921875,-69.323910211458227
39941.40625,-71.249407914454693
39965.8203125,-72.142510581883229
39990.234375,-68.411176975212172
40014.6484375,-67.560361862642466
40039.0625,-69.473472039321209
40063.4765625,-73.768203693589072
40087.890625,-75.316881597318698
40112.3046875,-79.215130530980701
40136.71875,-81.413564060227017
40161.1328125,-69.732754436639908
40185.546875,-64.973313431366535
40209.9609375,-64.413817530400522
40234.375,-64.76136371576527
40258.7890625,-64.702453789910834
40283.203125,-64.664647426322105
40307.6171875,-64.883012839225458
40332.03125,-66.327980533677788
40356.4453125,-70.213381672640779
40380.859375,-73.419460904387122
40405.2734375,-71.048919169739193
40429.6875,-70.069468007155635
40454.1015625,-70.698107662055904
40478.515625,-73.014984221559075
40502.9296875,-72.16670529880011
40527.34375,-68.195814339149891
40551.7578125,-65.394854039086908
40576.171875,-64.991570115039238
40600.5859375,-67.641493399696657
40625,-72.880405380453794
40649.4140625,-72.676677235704886
40673.828125,-71.258831119579241
40698.2421875,-71.815097177815815
40722.65625,-71.963584675095632
40747.0703125,-71.125149470538616
40771.484375,-71.047504274544494
40795.8984375,-73.564290010410446
40820.3125,-75.618017159158796
40844.7265625,-74.280342647868721
40869.140625,-73.028875468969431
40893.5546875,-73.811122658332224
40917.96875,-72.941738186544313
40942.3828125,-67.031304046916688
40966.796875,-61.596875164606367
40991.2109375,-59.876393917661289
41015.625,-60.362520764032993
41040.0390625,-62.063323092494713
41064.453125,-65.676809712673233
41088.8671875,-70.631224446152657
41113.28125,-71.971013186749545
41137.6953125,-67.400516560023704
41162.109375,-63.409185772996032
41186.5234375,-63.49167131783603
41210.9375,-63.203765499034219
41235.3515625,-62.151832969339019
41259.765625,-61.768909913415797
41284.1796875,-61.827790973430687
41308.59375,-61.224241718417844
41333.0078125,-60.444595915640093
41357.421875,-61.741787484254957
41381.8359375,-63.619769289646364
41406.25,-65.376814534025002
41430.6640625,-65.327658965719849
41455.078125,-62.146716072487877
41479.4921875,-60.610564327420349
41503.90625,-60.299648141007026
41528.3203125,-61.71069920281046
41552.734375,-64.812589867082011
41577.1484375,-69.154397039018846
41601.5625,-70.914249184221234
41625.9765625,-73.683492303282151
41650.390625,-81.051734242712001
41674.8046875,-88.154870463600872
41699.21875,-83.435617881822964
41723.6328125,-79.70999945649838
41748.046875,-99.879562194208262
41772.4609375,-81.337593033973661
41796.875,-84.114973860799068
41821.2890625,-74.569590257780646
41845.703125,-70.885177087959164
41870.1171875,-67.247797464741112
41894.53125,-66.996255648543382
41918.9453125,-70.853445630240103
41943.359375,-77.483510010646896
41967.7734375,-77.592105827088304
41992.1875,-69.513770224861574
42016.6015625,-66.129001578905246
42041.015625,-64.815666618307446
42065.4296875,-68.615791807488904
42089.84375,-77.2582076426215
42114.2578125,-67.527938903588762
42138.671875,-64.374187288459296
42163.0859375,-64.022545514069364
42187.5,-71.511939977008183
42211.9140625,-70.76162136683908
42236.328125,-64.335910757131188
42260.7421875,-62.675270482676027
42285.15625,-62.911288933026512
42309.5703125,-66.359429750843745
42333.984375,-71.300826693296372
42358.3984375,-70.035342569221257
42382.8125,-67.270985577950754
42407.2265625,-67.500255131953438
42431.640625,-66.365632997378995
42456.0546875,-64.928053096488682
42480.46875,-65.92981304470554
42504.8828125,-68.916325137888776
42529.296875,-72.002040940320853
42553.7109375,-76.786511501184776
42578.125,-82.543827024841704
42602.5390625,-74.991203841150281
42626.953125,-71.964405211083744
42651.3671875,-73.530338097068253
42675.78125,-72.317230523171162
42700.1953125,-66.758853588742923
42724.609375,-64.785330179143244
42749.0234375,-65.203368813128236
42773.4375,-67.347653791438304
42797.8515625,-67.466757955649967
42822.265625,-65.244479865210423
42846.6796875,-64.431998656052144
42871.09375,-64.209720031840476
42895.5078125,-64.866964620054091
42919.921875,-67.847659831490844
42944.3359375,-69.630329613949428
42968.75,-68.224138571562293
42993.1640625,-68.536387977746656
43017.578125,-70.766407175561724
43041.9921875,-74.535755571323492
43066.40625,-72.618174075182793
43090.8203125,-71.750128391430195
43115.234375,-71.244635353628667
43139.6484375,-68.659312390952451
43164.0625,-66.810196216674612
43188.4765625,-65.073424255102552
43212.890625,-64.227332260514871
43237.3046875,-64.892026181184733
43261.71875,-65.826578707690985
43286.1328125,-67.068921450333306
43310.546875,-68.794521565709005
43334.9609375,-67.265465819026218
43359.375,-66.22623458554601
43383.7890625,-66.418270018876228
43408.203125,-72.084970484006845
43432.6171875,-77.769165470948465
43457.03125,-71.755323040612069
43481.4453125,-76.322218998759425
43505.859375,-83.459284964621133
43530.2734375,-79.171409420605443
43554.6875,-79.890098341282794
43579.1015625,-74.396934431160105
43603.515625,-71.16878264111152
43627.9296875,-69.346702717626926
43652.34375,-65.962476579018116
43676.7578125,-60.542301946698203
43701.171875,-59.763388631101805
43725.5859375,-61.408248344142642
43750,-63.367059601190768
43774.4140625,-68.937455089354145
43798.828125,-87.851705837183033
43823.2421875,-77.963207506643656
43847.65625,-72.238832626906046
43872.0703125,-67.220324233744705
43896.484375,-64.127505321313947
43920.8984375,-61.884084454827558
43945.3125,-60.515891640177351
43969.7265625,-59.34267372600214
43994.140625,-59.620080864251427
44018.5546875,-67.00038311747079
44042.96875,-65.868048989058067
44067.3828125,-60.807647856215468
44091.796875,-58.426562314900195
44116.2109375,-59.155114823423737
44140.625,-64.394489314944167
44165.0390625,-68.147816653353402
44189.453125,-67.006200501680254
44213.8671875,-67.701532366929214
44238.28125,-70.613720489212696
