 1.0000000000000000E+002, 1.0000000000000000E+002, 0.0000000000000000E+000,-8.1164020336832039E+001, 3.7464525842134867E-004
 1.0092528860766845E+002, 1.0092528860766845E+002, 0.0000000000000000E+000,-8.1164020336801030E+001, 3.7811180831655224E-004
 1.0185913880541170E+002, 1.0185913880541170E+002, 0.0000000000000000E+000,-8.1164020336769454E+001, 3.8161043380301136E-004
 1.0280162981264738E+002, 1.0280162981264738E+002, 0.0000000000000000E+000,-8.1164020336737281E+001, 3.8514143167251764E-004
 1.0375284158180129E+002, 1.0375284158180129E+002, 0.0000000000000000E+000,-8.1164020336704525E+001, 3.8870510146304336E-004
 1.0471285480508999E+002, 1.0471285480508999E+002, 0.0000000000000000E+000,-8.1164020336671172E+001, 3.9230174548415163E-004
 1.0568175092136589E+002, 1.0568175092136589E+002, 0.0000000000000000E+000,-8.1164020336637151E+001, 3.9593166884264102E-004
 1.0665961212302584E+002, 1.0665961212302584E+002, 0.0000000000000000E+000,-8.1164020336602505E+001, 3.9959517946842936E-004
 1.0764652136298355E+002, 1.0764652136298355E+002, 0.0000000000000000E+000,-8.1164020336567262E+001, 4.0329258814067410E-004
 1.0864256236170662E+002, 1.0864256236170662E+002, 0.0000000000000000E+000,-8.1164020336531323E+001, 4.0702420851413741E-004
 1.0964781961431859E+002, 1.0964781961431859E+002, 0.0000000000000000E+000,-8.1164020336494730E+001, 4.1079035714579288E-004
 1.1066237839776673E+002, 1.1066237839776673E+002, 0.0000000000000000E+000,-8.1164020336457455E+001, 4.1459135352167988E-004
 1.1168632477805622E+002, 1.1168632477805622E+002, 0.0000000000000000E+000,-8.1164020336419483E+001, 4.1842752008400589E-004
 1.1271974561755115E+002, 1.1271974561755115E+002, 0.0000000000000000E+000,-8.1164020336380815E+001, 4.2229918225849888E-004
 1.1376272858234321E+002, 1.1376272858234321E+002, 0.0000000000000000E+000,-8.1164020336341395E+001, 4.2620666848201442E-004
 1.1481536214968841E+002, 1.1481536214968841E+002, 0.0000000000000000E+000,-8.1164020336301292E+001, 4.3015031023039673E-004
 1.1587773561551275E+002, 1.1587773561551275E+002, 0.0000000000000000E+000,-8.1164020336260407E+001, 4.3413044204659840E-004
 1.1694993910198725E+002, 1.1694993910198725E+002, 0.0000000000000000E+000,-8.1164020336218741E+001, 4.3814740156905953E-004
 1.1803206356517313E+002, 1.1803206356517313E+002, 0.0000000000000000E+000,-8.1164020336176350E+001, 4.4220152956035079E-004
 1.1912420080273766E+002, 1.1912420080273766E+002, 0.0000000000000000E+000,-8.1164020336133163E+001, 4.4629316993607959E-004
 1.2022644346174148E+002, 1.2022644346174148E+002, 0.0000000000000000E+000,-8.1164020336089180E+001, 4.5042266979406523E-004
 1.2133888504649792E+002, 1.2133888504649792E+002, 0.0000000000000000E+000,-8.1164020336044331E+001, 4.5459037944378368E-004
 1.2246161992650508E+002, 1.2246161992650508E+002, 0.0000000000000000E+000,-8.1164020335998714E+001, 4.5879665243608533E-004
 1.2359474334445127E+002, 1.2359474334445127E+002, 0.0000000000000000E+000,-8.1164020335952188E+001, 4.6304184559318491E-004
 1.2473835142429455E+002, 1.2473835142429455E+002, 0.0000000000000000E+000,-8.1164020335904823E+001, 4.6732631903893357E-004
 1.2589254117941698E+002, 1.2589254117941698E+002, 0.0000000000000000E+000,-8.1164020335856591E+001, 4.7165043622936692E-004
 1.2705741052085443E+002, 1.2705741052085443E+002, 0.0000000000000000E+000,-8.1164020335807450E+001, 4.7601456398353823E-004
 1.2823305826560244E+002, 1.2823305826560244E+002, 0.0000000000000000E+000,-8.1164020335757414E+001, 4.8041907251463508E-004
 1.2941958414499891E+002, 1.2941958414499891E+002, 0.0000000000000000E+000,-8.1164020335706425E+001, 4.8486433546138599E-004
 1.3061708881318447E+002, 1.3061708881318447E+002, 0.0000000000000000E+000,-8.1164020335654484E+001, 4.8935072991975566E-004
 1.3182567385564104E+002, 1.3182567385564104E+002, 0.0000000000000000E+000,-8.1164020335601577E+001, 4.9387863647493526E-004
 1.3304544179780945E+002, 1.3304544179780945E+002, 0.0000000000000000E+000,-8.1164020335547718E+001, 4.9844843923362719E-004
 1.3427649611378675E+002, 1.3427649611378675E+002, 0.0000000000000000E+000,-8.1164020335492822E+001, 5.0306052585662956E-004
 1.3551894123510399E+002, 1.3551894123510399E+002, 0.0000000000000000E+000,-8.1164020335436902E+001, 5.0771528759172067E-004
 1.3677288255958533E+002, 1.3677288255958533E+002, 0.0000000000000000E+000,-8.1164020335379945E+001, 5.1241311930685159E-004
 1.3803842646028892E+002, 1.3803842646028892E+002, 0.0000000000000000E+000,-8.1164020335321950E+001, 5.1715441952364036E-004
 1.3931568029453075E+002, 1.3931568029453075E+002, 0.0000000000000000E+000,-8.1164020335262876E+001, 5.2193959045118059E-004
